startup_name,legal_name,website,district,city,latitude,longitude,sector,sub_sector,industry,business_model,startup_stage,founded_year,founders,funding_status,total_funding,latest_round,latest_amount,investors,startupTN_registered,dpiit_recognized,incubators,status,verification_level,confidence_score,sources
Kisan Fresh Thanjavur 4042,Kisan Fresh Thanjavur 4042 Private Limited,https://www.kisanfreshthanjavur4042.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,Agritech,Drip Irrigation Automation,Agriculture,Hardware Device + Subscription,Seed,2019,David Sridhar (Co-Founder & CEO); Suresh Sundaram (Co-Founder & CTO),Funded,$7.199999999999999M,Angel,$7.199999999999999M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Prime Manufacturing Thanjavur 4043,Prime Manufacturing Thanjavur 4043 Private Limited,https://www.primemanufacturingthanjavur4043.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,Manufacturing,Industry 4.0 Telemetry,Enterprise Tech,Industrial SaaS AMC,Bootstrapped,2020,Vignesh Duraisamy (Co-Founder & CEO); Praveen Subramanian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Heritage Organics Thanjavur 4044,Heritage Organics Thanjavur 4044 Private Limited,https://www.heritageorganicsthanjavur4044.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,Consumer,Regional Snack Brands,Consumer Goods & Retail,Omnichannel Retail,Bootstrapped,2021,Muthu Natarajan (Co-Founder & CEO); Raghavan Ganesan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cognitive Intelligence Thanjavur 4045,Cognitive Intelligence Thanjavur 4045 Private Limited,,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,AI,Generative AI,Enterprise Tech,Enterprise License,Pre-Series A,2022,Anand Naidu (Co-Founder & CEO); Nithya Venkataraman (Co-Founder & CTO),Funded,₹500 Lakhs,Pre-Series A,₹500 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,2,73,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Kuber Fintech Thanjavur 4046,Kuber Fintech Thanjavur 4046 Private Limited,https://www.kuberfintechthanjavur4046.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,FinTech,InsurTech,Financial Services,Credit Spread,Bootstrapped,2023,Kavitha Narayanan (Co-Founder & CEO); Gayathri Chettiar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Astra Systems Thanjavur 4047,Astra Systems Thanjavur 4047 Private Limited,https://www.astrasystemsthanjavur4047.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,DeepTech,Advanced Materials,Enterprise Tech,IP Licensing,Bootstrapped,2024,Swetha Pandian (Co-Founder & CEO); Syed Chandrasekar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Watt Charging Thanjavur 4048,Watt Charging Thanjavur 4048 Private Limited,https://www.wattchargingthanjavur4048.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,EV,Electric 2-Wheelers,Automotive & Clean Mobility,Charging Station Fee,Seed,2014,Vidya Venkataraman (Co-Founder & CEO); Arun Duraisamy (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Aqua Renewables Thanjavur 4049,Aqua Renewables Thanjavur 4049 Private Limited,https://www.aquarenewablesthanjavur4049.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,ClimateTech,Zero-Liquid Discharge Effluent Tech,Sustainability & CleanTech,EPC + O&M Contract,Bootstrapped,2015,Sneha Muthiah (Co-Founder & CEO); Ganesh Velusamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Ace Class Thanjavur 4050,Ace Class Thanjavur 4050 Private Limited,https://www.aceclassthanjavur4050.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,EdTech,College Placement Analytics,Education,Course Subscription,Bootstrapped,2016,Antony Palanisamy (Co-Founder & CEO); Shanmugam Babu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Bio Life Sciences Thanjavur 4051,Bio Life Sciences Thanjavur 4051 Private Limited,https://www.biolife sciencesthanjavur4051.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,BioTech,Marine Chitosan & Algae Extracts,Enterprise Tech,Custom Biotech R&D,Seed,,,Funded,₹50 Lakhs,Seed,₹50 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,3,88,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Agile Base Thanjavur 4052,Agile Base Thanjavur 4052 Private Limited,https://www.agilebasethanjavur4052.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,SaaS,Billing & Invoicing,Information Technology,B2B,Bootstrapped,2018,Saravanan Pillai (Co-Founder & CEO); Pavithra Narayanan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cardio Diagnostics Thanjavur 4053,Cardio Diagnostics Thanjavur 4053 Private Limited,https://www.cardiodiagnosticsthanjavur4053.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,HealthTech,Ophthalmology Tech,Healthcare,B2B SaaS,Bootstrapped,2019,Sundar Sundaram (Co-Founder & CEO); Mohammed Murugan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,95,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cosmo Satellites Thanjavur 4054,Cosmo Satellites Thanjavur 4054 Private Limited,https://www.cosmosatellitesthanjavur4054.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,SpaceTech,Satellite Ground Stations,Aerospace,Launch as a Service,Seed,2020,Venkatesh Murugan (Co-Founder & CEO); Daniel Chinnasamy (Co-Founder & CTO),Funded,$2.4M,Angel,$2.4M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Crop Crops Thanjavur 4055,Crop Crops Thanjavur 4055 Private Limited,https://www.cropcropsthanjavur4055.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,Agritech,Millet Processing,Enterprise Tech,B2B / B2C,Bootstrapped,2021,Lakshmi Swaminathan (Co-Founder & CEO); Pradeep Ramasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,95,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Indu Manufacturing Thanjavur 4056,Indu Manufacturing Thanjavur 4056 Private Limited,https://www.indumanufacturingthanjavur4056.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,Manufacturing,Automated Inspection CNC,Industrial Automation,Industrial SaaS AMC,Bootstrapped,2022,Archana Chettiar (Co-Founder & CEO); Manickam Muthiah (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Urban Essentials Thanjavur 4057,Urban Essentials Thanjavur 4057 Private Limited,,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,Consumer,Ayurvedic & Herbal Wellness D2C,Consumer Goods & Retail,Omnichannel Retail,Pre-Series A,2023,Kavya Balasubramanian (Co-Founder & CEO); Deepa Balasubramanian (Co-Founder & CTO),Funded,₹350 Lakhs,Pre-Series A,₹350 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,2,73,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Synapse Sense Thanjavur 4058,Synapse Sense Thanjavur 4058 Private Limited,https://www.synapsesensethanjavur4058.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,AI,NLP & Speech AI,Enterprise Tech,B2B SaaS,Bootstrapped,2024,Farooq Thirunavukkarasu (Co-Founder & CEO); Meenakshi Kuppusamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Penny Wallet Thanjavur 4059,Penny Wallet Thanjavur 4059 Private Limited,https://www.pennywalletthanjavur4059.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,FinTech,WealthTech,Enterprise Tech,Transaction Fee,Bootstrapped,2014,Michael Babu (Co-Founder & CEO); Sruthi Natarajan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Nano Aerospace Thanjavur 4060,Nano Aerospace Thanjavur 4060 Private Limited,https://www.nanoaerospacethanjavur4060.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,DeepTech,Unmanned Aerial Systems (UAVs),Hard Tech,B2B OEM,Seed,2015,Senthil Kumar (Co-Founder & CEO); Joseph Pillai (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Charge Energy Thanjavur 4061,Charge Energy Thanjavur 4061 Private Limited,https://www.chargeenergythanjavur4061.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,EV,Battery Management Systems (BMS),Automotive & Clean Mobility,Battery as a Service (BaaS),Bootstrapped,2016,,Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,inactive,3,90,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Green Enviro Thanjavur 4062,Green Enviro Thanjavur 4062 Private Limited,https://www.greenenvirothanjavur4062.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,ClimateTech,Carbon Sequestration,Sustainability & CleanTech,Industrial Waste Offtake,Bootstrapped,2017,Balaji Chinnasamy (Co-Founder & CEO); Naveen Krishnan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Dexter Academy Thanjavur 4063,Dexter Academy Thanjavur 4063 Private Limited,https://www.dexteracademythanjavur4063.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,EdTech,K-12 STEM Experiential Learning,Enterprise Tech,B2C / B2B,Seed,2018,Revathi Alagappan (Co-Founder & CEO); Priya Pandian (Co-Founder & CTO),Funded,₹650 Lakhs,Seed,₹650 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,3,93,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Ferment Labs Thanjavur 4064,Ferment Labs Thanjavur 4064 Private Limited,https://www.fermentlabsthanjavur4064.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,BioTech,Bio-Stimulants,Life Sciences,Custom Biotech R&D,Bootstrapped,2019,Sangeetha Chandrasekar (Co-Founder & CEO); Divya Swaminathan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Agile Desk Thanjavur 4065,Agile Desk Thanjavur 4065 Private Limited,https://www.agiledeskthanjavur4065.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,SaaS,API Automation,Information Technology,Freemium SaaS,Bootstrapped,2020,Harini Kuppusamy (Co-Founder & CEO); Janani Alagappan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Care Clinics Thanjavur 4066,Care Clinics Thanjavur 4066 Private Limited,https://www.careclinicsthanjavur4066.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,HealthTech,Point-of-Care Devices,Healthcare,Device Sale + Consumables,Seed,,Ibrahim Selvam (Co-Founder & CEO); Victor Sridhar (Co-Founder & CTO),Funded,$7.199999999999999M,Angel,$7.199999999999999M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Propel Satellites Thanjavur 4067,Propel Satellites Thanjavur 4067 Private Limited,https://www.propelsatellitesthanjavur4067.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,SpaceTech,Earth Observation Analytics,Enterprise Tech,B2B,Bootstrapped,2022,David Rajan (Co-Founder & CEO); Suresh Palanisamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
BioAgri Spices Thanjavur 4068,BioAgri Spices Thanjavur 4068 Private Limited,https://www.bioagrispicesthanjavur4068.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,Agritech,Precision Farming IoT,Agriculture,Farm Input D2C,Bootstrapped,2023,Vignesh Krishnan (Co-Founder & CEO); Praveen Thirunavukkarasu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Auto Manufacturing Thanjavur 4069,Auto Manufacturing Thanjavur 4069 Private Limited,,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,Manufacturing,Textile Machinery Robotics,Automation,Industrial SaaS AMC,Pre-Series A,2024,Muthu Ganesan (Co-Founder & CEO); Raghavan Selvam (Co-Founder & CTO),Funded,₹200 Lakhs,Pre-Series A,₹200 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,2,73,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Royal Brews Thanjavur 4070,Royal Brews Thanjavur 4070 Private Limited,https://www.royalbrewsthanjavur4070.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,Consumer,Regional Snack Brands,Consumer Goods & Retail,Omnichannel Retail,Bootstrapped,2014,Anand Ramasamy (Co-Founder & CEO); Nithya Naidu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Turing Analytics Thanjavur 4071,Turing Analytics Thanjavur 4071 Private Limited,https://www.turinganalyticsthanjavur4071.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,AI,Edge AI,Enterprise Tech,B2B,Bootstrapped,2015,,Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,90,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cred Banking Thanjavur 4072,Cred Banking Thanjavur 4072 Private Limited,https://www.credbankingthanjavur4072.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,FinTech,UPI & Merchant Payments,Financial Services,B2B,Seed,2016,Swetha Duraisamy (Co-Founder & CEO); Syed Subramanian (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Photon Robotics Thanjavur 4073,Photon Robotics Thanjavur 4073 Private Limited,https://www.photonroboticsthanjavur4073.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,DeepTech,Quantum Cryptography,Hard Tech,Govt & Defense Contract,Bootstrapped,2017,Vidya Natarajan (Co-Founder & CEO); Arun Ganesan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,95,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Torque Vehicles Thanjavur 4074,Torque Vehicles Thanjavur 4074 Private Limited,https://www.torquevehiclesthanjavur4074.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,EV,Fast Charging Infrastructure,Automotive & Clean Mobility,Direct OEM Sales,Bootstrapped,2018,Sneha Naidu (Co-Founder & CEO); Ganesh Venkataraman (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Solar Recycle Thanjavur 4075,Solar Recycle Thanjavur 4075 Private Limited,https://www.solarrecyclethanjavur4075.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,ClimateTech,Plastic Upcycling,Enterprise Tech,B2B,Seed,2019,Antony Narayanan (Co-Founder & CEO); Shanmugam Chettiar (Co-Founder & CTO),Funded,₹500 Lakhs,Seed,₹500 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,3,93,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Skill Verse Thanjavur 4076,Skill Verse Thanjavur 4076 Private Limited,https://www.skillversethanjavur4076.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,EdTech,College Placement Analytics,Education,Income Share Agreement (ISA),Bootstrapped,2020,Karthik Pandian (Co-Founder & CEO); Ananya Chandrasekar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Protein Therapeutics Thanjavur 4077,Protein Therapeutics Thanjavur 4077 Private Limited,https://www.proteintherapeuticsthanjavur4077.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,BioTech,Marine Chitosan & Algae Extracts,Life Sciences,Custom Biotech R&D,Bootstrapped,2021,Saravanan Venkataraman (Co-Founder & CEO); Pavithra Duraisamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Agile Flow Thanjavur 4078,Agile Flow Thanjavur 4078 Private Limited,https://www.agileflowthanjavur4078.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,SaaS,CRM & Sales Tech,Information Technology,Subscription B2B,Seed,2022,Sundar Muthiah (Co-Founder & CEO); Mohammed Velusamy (Co-Founder & CTO),Funded,$2.4M,Angel,$2.4M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Heal MedTech Thanjavur 4079,Heal MedTech Thanjavur 4079 Private Limited,https://www.healmedtechthanjavur4079.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,HealthTech,Telehealth,Enterprise Tech,B2B,Bootstrapped,2023,Venkatesh Palanisamy (Co-Founder & CEO); Daniel Babu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Zenith Satellites Thanjavur 4080,Zenith Satellites Thanjavur 4080 Private Limited,https://www.zenithsatellitesthanjavur4080.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,SpaceTech,Space Debris Tracking,Aerospace,Defense Contracting,Bootstrapped,2024,Lakshmi Velusamy (Co-Founder & CEO); Pradeep Rajan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Kisan Farm Thanjavur 4081,Kisan Farm Thanjavur 4081 Private Limited,,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,Agritech,Farm-to-Market Supply Chain,Enterprise Tech,Marketplace Commission,Pre-Series A,,,Funded,₹50 Lakhs,Pre-Series A,₹50 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,2,68,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Apex Manufacturing Thanjavur 4082,Apex Manufacturing Thanjavur 4082 Private Limited,https://www.apexmanufacturingthanjavur4082.in,Thanjavur,"IIFPT Incubator, Thanjavur",10.787,79.1378,Manufacturing,Smart Packaging Machinery,Industrial Automation,Industrial SaaS AMC,Bootstrapped,2015,Kavya Sundaram (Co-Founder & CEO); Deepa Murugan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Daily Goods Thanjavur 4083,Daily Goods Thanjavur 4083 Private Limited,https://www.dailygoodsthanjavur4083.in,Thanjavur,"Periyar Maniammai TBI, Thanjavur",10.787,79.1378,Consumer,Ayurvedic & Herbal Wellness D2C,Enterprise Tech,Omnichannel Retail,Bootstrapped,2016,Farooq Murugan (Co-Founder & CEO); Meenakshi Chinnasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cognitive Cognition Thanjavur 4084,Cognitive Cognition Thanjavur 4084 Private Limited,https://www.cognitivecognitionthanjavur4084.in,Thanjavur,"Kumbakonam, Thanjavur",10.787,79.1378,AI,Generative AI,Enterprise Tech,Usage-based API,Seed,2017,Michael Swaminathan (Co-Founder & CEO); Sruthi Ramasamy (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Kuber Money Thanjavur 4085,Kuber Money Thanjavur 4085 Private Limited,https://www.kubermoneythanjavur4085.in,Thanjavur,"SASTRA FIRST Incubator, Thanjavur",10.787,79.1378,FinTech,InsurTech,Financial Services,B2B2C,Bootstrapped,2018,Senthil Chettiar (Co-Founder & CEO); Joseph Muthiah (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
